patient_id,nombre,apellido,genero,fecha_nacimiento,tipo_sangre,lat,lng,comuna,barrio,direccion,telefono,email,documento,ips_asignada,condicion_preexistente,fhir_patient_id
pat-1061,Jhon,Mosquera,male,1980-12-10,O+,3.475633,-76.522235,7,Alcázares,Av. calle 15 # 74-91 Este,+57 304 864 38 66,jhon.mosquera1061@gmail.com,19041276,ips-pie-026,ninguna,Patient/pat-1061
pat-1045,Danna,Romero,female,1975-05-09,AB-,3.465462,-76.520273,7,Alcázares,Avenida calle 1ª # 30-8 Este,576059646962,danna.romero1045@gmail.com,94586329,ips-pie-026,insuficiencia renal,Patient/pat-1045
pat-0149,Alberto,Becerra,male,1990-04-09,A+,3.463016,-76.519473,2,Chipichape,Cl. 5ª # 5-8 Este,7810770,alberto.becerra149@gmail.com,56600900,ips-cuc-014,ninguna,Patient/pat-0149
pat-0658,Felipe,Vega,male,2007-06-07,B+,3.451421,-76.549646,5,Guayaquil,Carrera 166H # 74-56 Este,(+57)6027594479,felipe.vega658@gmail.com,54424679,ips-col-017,ninguna,Patient/pat-0658
pat-1917,Daniel,García,male,1961-03-01,O+,3.409551,-76.521516,13,Agua Blanca,Cr. 170 Bis G # 79-5 Este,310 019 94 58,daniel.garcía1917@gmail.com,21568480,ips-elo-028,cardiopatía,Patient/pat-1917
pat-2426,Aura,Bolívar,female,1996-09-18,O-,3.37022,-76.525242,16,El Jardín,Av. carrera 50 # 6-8 Este,573246536963,aura.bolívar2426@gmail.com,70194264,ips-sil-022,diabetes tipo 2,Patient/pat-2426
pat-0225,Mary,Rodríguez,female,1988-11-06,B+,3.478142,-76.535513,2,Chipichape,Avenida carrera 5ª # 58-64 Este,57 326 770 67 26,mary.rodríguez225@gmail.com,76481885,ips-cuc-014,hipertensión,Patient/pat-0225
pat-1355,Rodolfo,Chávez,male,1990-01-06,B-,3.446105,-76.49955,9,Los Libertadores,Cr. 125 Bis H # 72-5 Sur,(+57)3052668861,rodolfo.chávez1355@gmail.com,18876667,ips-sjs-004,EPOC,Patient/pat-1355
pat-0498,Claudia,Zapata,female,1975-03-31,AB-,3.458175,-76.522053,4,Flores,Avenida García # 89-9,573047893410,claudia.zapata498@gmail.com,98043078,ips-pro-013,ninguna,Patient/pat-0498
pat-2947,Natalia,Rodríguez,female,1959-08-10,AB-,3.469535,-76.524092,19,El Calvario,Calle 74L # 4B-4 Este,57 310 864 29 84,natalia.rodríguez2947@gmail.com,49650228,ips-huc-001,diabetes tipo 2,Patient/pat-2947
pat-0241,Diana,Lozano,female,1990-06-04,O+,3.455936,-76.499355,2,Chipichape,Carrera 9ª # 21-4,+573014212910,diana.lozano241@gmail.com,99501846,ips-cuc-014,hipertensión,Patient/pat-0241
pat-1135,Socorro,Mendoza,female,1958-07-02,A+,3.456305,-76.567233,8,Libertadores,Calle 101U # 60-39 Este,(+57) 300 671 53 97,socorro.mendoza1135@gmail.com,33524492,ips-col-017,cardiopatía,Patient/pat-1135
pat-0841,Augusto,Meza,male,1970-04-02,O-,3.488136,-76.498522,6,Santa Isabel,Carrera 58 # 5-6 Este,+57 301 127 46 61,augusto.meza841@gmail.com,89729429,ips-nor-011,ninguna,Patient/pat-0841
pat-1444,Lorena,Vásquez,female,1970-01-02,O+,3.446716,-76.5406,9,Los Libertadores,Calle 25D # 23Z-2 Este,(+57)3248245263,lorena.vásquez1444@gmail.com,96492401,ips-sjs-004,cardiopatía,Patient/pat-1444
pat-3192,Alfonso,Palacios,male,2014-06-24,AB-,3.460943,-76.516078,20,Marroquín,Av. Meta # 28-8 Este,+57 604 937 27 06,alfonso.palacios3192@gmail.com,75978338,ips-pie-026,asma,Patient/pat-3192
pat-1466,Cristina,Martínez,female,1998-08-05,B-,3.438246,-76.549093,9,Los Libertadores,Av. calle 2ª # 24-38,3217124154,cristina.martínez1466@gmail.com,37603443,ips-sjs-004,artritis,Patient/pat-1466
pat-2604,Liseth,Paz,female,1988-01-08,O+,3.360808,-76.550858,17,Meléndez,Cr. 150 # 91-77,3188954893,liseth.paz2604@gmail.com,84209721,ips-clv-002,EPOC,Patient/pat-2604
pat-3345,Sara,Martínez,female,1972-09-10,A-,3.372752,-76.493864,21,Desepaz,Dg. 28 # 74-25 Este,609 365 43 36,sara.martínez3345@gmail.com,77742871,ips-pmd-036,EPOC,Patient/pat-3345
pat-0400,Sandra,Arenas,female,1951-05-22,AB-,3.468944,-76.507706,3,Centenario,Calle 26 # 92-3 Este,3246712168,sandra.arenas400@gmail.com,94790150,ips-cps-040,EPOC,Patient/pat-0400
pat-1442,Eduardo,Sandoval,male,1978-07-12,A-,3.449918,-76.541385,9,Los Libertadores,Cl. 133 # 48-9,573148032995,eduardo.sandoval1442@gmail.com,72504573,ips-sjs-004,ninguna,Patient/pat-1442
pat-3147,Carmen,Salazar,female,1990-02-01,O-,3.485307,-76.51961,20,Marroquín,Cr. 36 Bis W # 7-92,304 442 87 20,carmen.salazar3147@gmail.com,82673252,ips-pie-026,insuficiencia renal,Patient/pat-3147
pat-0705,Cristian,Figueroa,male,2007-01-08,A-,3.452698,-76.52918,5,Guayaquil,Transversal 11 # 7-4 Este,+573070004410,cristian.figueroa705@gmail.com,94044392,ips-col-017,cardiopatía,Patient/pat-0705
pat-2044,Carmen,Ariza,female,1973-04-10,A-,3.369013,-76.530857,13,Agua Blanca,Calle 84 Bis K # 7-39 Este,57 321 706 61 67,carmen.ariza2044@gmail.com,79564413,ips-elo-028,cardiopatía,Patient/pat-2044
pat-0461,Janeth,Molina,female,1984-09-07,AB-,3.454519,-76.537145,4,Flores,Calle 20 # 84-98,(+57) 304 718 35 98,janeth.molina461@gmail.com,76942394,ips-pro-013,ninguna,Patient/pat-0461
pat-0230,Alexander,Arteaga,male,1997-08-25,O-,3.448981,-76.518365,2,Chipichape,Cr. 116J # 10-4 Este,(+57) 327 216 59 89,alexander.arteaga230@gmail.com,81621574,ips-cuc-014,insuficiencia renal,Patient/pat-0230
pat-1346,Felipe,Restrepo,male,1998-07-20,B-,3.427725,-76.540119,9,Los Libertadores,Tr. 1ª # 3-71 Este,606 826 48 98,felipe.restrepo1346@gmail.com,24330619,ips-sjs-004,EPOC,Patient/pat-1346
pat-2503,Enrique,Pedraza,male,1966-04-19,O+,3.379009,-76.541532,16,El Jardín,Dg. 44T # 7-93,(+57)3238344815,enrique.pedraza2503@gmail.com,73107095,ips-sil-022,insuficiencia renal,Patient/pat-2503
pat-0357,Luis,Rico,male,1981-04-01,AB+,3.452909,-76.545248,3,Centenario,Cr. 25 # 6D-49 Sur,(+57)3095783810,luis.rico357@gmail.com,48137561,ips-cps-040,ninguna,Patient/pat-0357
pat-1620,Omar,Rojas,male,1986-05-13,B-,3.413656,-76.544385,11,El Real,Dg. 6ª # 4-63 Este,301 749 51 23,omar.rojas1620@gmail.com,53011925,ips-gua-029,artritis,Patient/pat-1620
pat-2310,Adriana,Caro,female,2016-02-08,AB-,3.376877,-76.526956,15,Navarro,Av. carrera 165 # 1M-3,3020964106,adriana.caro2310@gmail.com,50626311,ips-nav-025,ninguna,Patient/pat-2310
pat-1695,Patricia,Cantillo,female,1978-02-11,B+,3.47538,-76.563092,12,Terrón Colorado,Cr. 85 # 29H-8 Este,606 851 70 50,patricia.cantillo1695@gmail.com,50894029,ips-pie-026,hipertensión,Patient/pat-1695
pat-1199,Luis,Soto,male,1972-06-10,A+,3.465413,-76.54361,8,Libertadores,Calle 7L # 94-94,573230679941,luis.soto1199@gmail.com,63286118,ips-col-017,ninguna,Patient/pat-1199
pat-2523,Ana,Arboleda,female,2006-08-03,B-,3.374314,-76.523325,17,Meléndez,Avenida calle 1ª # 23-6 Este,(+57) 310 151 13 29,ana.arboleda2523@gmail.com,52207776,ips-clv-002,insuficiencia renal,Patient/pat-2523
pat-1667,Kelly,Osorio,female,1967-06-27,O+,3.441697,-76.555415,11,El Real,Cl. 62 # 17-6,(+57) 301 528 12 50,kelly.osorio1667@gmail.com,65635129,ips-gua-029,EPOC,Patient/pat-1667
pat-0437,Alberto,Díaz,male,2000-10-09,AB-,3.484393,-76.54968,4,Flores,Tr. 135 # 7-2 Sur,576056254588,alberto.díaz437@gmail.com,72523073,ips-pro-013,ninguna,Patient/pat-0437
pat-0182,Gloria,Martínez,female,1979-01-15,AB-,3.481716,-76.507773,2,Chipichape,Cr. 134 # 99-20 Este,317 066 12 01,gloria.martínez182@gmail.com,49910061,ips-cuc-014,ninguna,Patient/pat-0182
pat-2589,Luis,Córdoba,male,1964-02-23,AB-,3.338212,-76.571698,17,Meléndez,Avenida Eliecer Jhon Ávila Martínez # 74H-28 Este,+57 303 973 86 58,luis.córdoba2589@gmail.com,84032876,ips-clv-002,insuficiencia renal,Patient/pat-2589
pat-1785,Paula,Calderón,female,2006-06-05,A-,3.417234,-76.511766,13,Agua Blanca,Tr. 89 # 1O-7 Este,3281962460,paula.calderón1785@gmail.com,64627534,ips-elo-028,artritis,Patient/pat-1785
pat-3227,Mauricio,Ruiz,male,1935-12-02,AB-,3.470851,-76.53916,20,Marroquín,Cr. 4E # 33-9 Sur,+573210377188,mauricio.ruiz3227@gmail.com,10066454,ips-pie-026,ninguna,Patient/pat-3227
pat-2196,Ana,Gómez,female,2023-05-23,AB+,3.376222,-76.55054,14,El Rodeo,Av. calle 55 # 75-8 Sur,(+57) 301 603 85 31,ana.gómez2196@gmail.com,78588767,ips-sur-016,asma,Patient/pat-2196
pat-0926,Jaime,Suárez,male,1974-06-12,AB-,3.492227,-76.510081,6,Santa Isabel,Cr. 27T # 43-77 Sur,+573163703589,jaime.suárez926@gmail.com,21816709,ips-nor-011,EPOC,Patient/pat-0926
pat-2643,Rocío,Castro,female,1979-02-27,O-,3.411624,-76.545593,18,Cañaveralejo,Dg. 2ª # 9-42 Sur,1003152,rocío.castro2643@gmail.com,29466895,ips-vip-039,artritis,Patient/pat-2643
pat-3273,Julieth,Castaño,female,2000-09-16,O+,3.395046,-76.503747,21,Desepaz,Calle 31 # 93Z-9,+576055024249,julieth.castaño3273@gmail.com,87150426,ips-pmd-036,artritis,Patient/pat-3273
pat-0297,Margarita,Arias,female,1959-05-24,A-,3.457441,-76.519626,3,Centenario,Transversal 34V # 1B-5 Este,3108794351,margarita.arias297@gmail.com,51949529,ips-cps-040,insuficiencia renal,Patient/pat-0297
pat-0537,Marcela,Castañeda,female,1970-05-14,O+,3.454509,-76.544019,4,Flores,Calle 4 Bis A # 65-4,316 995 34 25,marcela.castañeda537@gmail.com,12921981,ips-pro-013,insuficiencia renal,Patient/pat-0537
pat-1189,Margarita,Díaz,female,1998-06-11,AB-,3.464305,-76.568834,8,Libertadores,Cl. 23 # 93-4 Este,3031053382,margarita.díaz1189@gmail.com,94786974,ips-col-017,EPOC,Patient/pat-1189
pat-2134,Ligia,Arias,female,1973-03-08,A+,3.384708,-76.539488,14,El Rodeo,Cl. 111P # 55-2 Este,(+57) 606 582 14 52,ligia.arias2134@gmail.com,86178952,ips-sur-016,hipertensión,Patient/pat-2134
pat-1974,Miguel,Ramos,male,1947-10-04,A-,3.419498,-76.517493,13,Agua Blanca,Avenida carrera 1ª # 69-6 Sur,+57 303 488 97 97,miguel.ramos1974@gmail.com,59857504,ips-elo-028,ninguna,Patient/pat-1974
pat-3357,Diego,Ramírez,male,1962-10-15,A+,3.369102,-76.503793,21,Desepaz,Carrera 84 # 91-2 Sur,+573115265956,diego.ramírez3357@gmail.com,65079671,ips-pmd-036,EPOC,Patient/pat-3357
pat-1486,Milena,Márquez,female,1989-12-24,O-,3.400604,-76.564723,10,Caney,Diagonal 35 # 17-5 Este,57 318 554 54 75,milena.márquez1486@gmail.com,25188664,ips-las-015,ninguna,Patient/pat-1486
pat-3229,Milena,Patiño,female,1985-06-23,AB-,3.476787,-76.543045,20,Marroquín,Cl. 97 # 3-74 Este,312 902 39 99,milena.patiño3229@gmail.com,79014787,ips-pie-026,ninguna,Patient/pat-3229
pat-0444,Elizabeth,Álvarez,female,1943-06-20,B+,3.470767,-76.533483,4,Flores,Carrera 4ª # 40-8,320 288 09 22,elizabeth.álvarez444@gmail.com,93889081,ips-pro-013,ninguna,Patient/pat-0444
pat-0004,Daniel,Palacios,male,1987-10-23,A+,3.520538,-76.491464,1,El Oriente,Carrera 125 # 20F-4 Este,+57 310 097 37 28,daniel.palacios4@gmail.com,98753260,ips-alb-024,asma,Patient/pat-0004
pat-2965,Alexander,Díaz,male,1990-08-13,B+,3.453043,-76.535612,19,El Calvario,Av. Montoya # 3-2 Sur,57 602 937 78 69,alexander.díaz2965@gmail.com,81900277,ips-huc-001,insuficiencia renal,Patient/pat-2965
pat-3087,Jhoan,Martínez,male,1954-08-08,B+,3.455848,-76.521607,19,El Calvario,Carrera 8F Sur # 25-1,018000653534,jhoan.martínez3087@gmail.com,27433651,ips-huc-001,artritis,Patient/pat-3087
pat-1568,Luis,Gómez,male,1986-12-05,A+,3.408158,-76.562735,10,Caney,Cr. 44 # 33W-6 Sur,310 622 59 11,luis.gómez1568@gmail.com,10969588,ips-las-015,EPOC,Patient/pat-1568
pat-1845,Elizabeth,Sánchez,female,1979-08-16,B+,3.390139,-76.524455,13,Agua Blanca,Cl. 9R Este # 3-62,(+57)3207620572,elizabeth.sánchez1845@gmail.com,84581396,ips-elo-028,cardiopatía,Patient/pat-1845
pat-1623,Astrid,Vega,female,1962-05-18,A-,3.435763,-76.544167,11,El Real,Cl. 2 Sur # 9-1 Este,309 692 91 85,astrid.vega1623@gmail.com,73104323,ips-gua-029,ninguna,Patient/pat-1623
pat-0502,Elías,Muñoz,male,1986-09-06,B-,3.46123,-76.528787,4,Flores,Cr. 127O Sur # 65-8,573058067578,elías.muñoz502@gmail.com,17045237,ips-pro-013,diabetes tipo 2,Patient/pat-0502
pat-1122,Jair,Ruiz,male,1975-04-28,AB+,3.450252,-76.567685,8,Libertadores,Av. Cauca # 1-9,(+57)3156615896,jair.ruiz1122@gmail.com,97453041,ips-col-017,ninguna,Patient/pat-1122
pat-1431,Patricia,Gómez,female,1976-11-05,O-,3.438195,-76.536831,9,Los Libertadores,Tr. 81 # 91-4 Este,(+57)3054335098,patricia.gómez1431@gmail.com,69205536,ips-sjs-004,diabetes tipo 2,Patient/pat-1431
pat-1451,Alberto,Meza,male,1994-03-03,A-,3.456663,-76.535343,9,Los Libertadores,Transversal 171K # 20Z-64 Este,3187198144,alberto.meza1451@gmail.com,64450250,ips-sjs-004,diabetes tipo 2,Patient/pat-1451
pat-1532,Fredy,Chacón,male,1981-11-28,A-,3.431728,-76.53792,10,Caney,Calle 6ª # 52-28 Sur,+573146786708,fredy.chacón1532@gmail.com,69268093,ips-las-015,ninguna,Patient/pat-1532
pat-3167,Andrés,Martínez,male,1986-10-07,AB+,3.474448,-76.540686,20,Marroquín,Diagonal 33 # 4X-86 Sur,(+57)6047361945,andrés.martínez3167@gmail.com,48709441,ips-pie-026,hipertensión,Patient/pat-3167
pat-1513,Xiomara,Angulo,female,1982-06-10,O+,3.400732,-76.567179,10,Caney,Carrera 38G # 69V-1 Sur,+573168804860,xiomara.angulo1513@gmail.com,45847919,ips-las-015,diabetes tipo 2,Patient/pat-1513
pat-2575,Fidel,Pinzón,male,1970-12-20,AB+,3.381771,-76.552802,17,Meléndez,Cl. 58 Sur # 76-9 Sur,+57 326 830 92 76,fidel.pinzón2575@gmail.com,83294452,ips-clv-002,EPOC,Patient/pat-2575
pat-0150,María,Hoyos,female,1995-07-21,O-,3.476919,-76.510233,2,Chipichape,Carrera 83 # 3-4 Este,(+57) 319 469 36 20,maría.hoyos150@gmail.com,19255216,ips-cuc-014,ninguna,Patient/pat-0150
pat-0651,María,Rodríguez,female,1968-06-30,A-,3.433872,-76.54738,5,Guayaquil,Calle 36Z # 3-22,319 481 35 21,maría.rodríguez651@gmail.com,49652241,ips-col-017,insuficiencia renal,Patient/pat-0651
pat-1389,Daniel,Castillo,male,1981-04-13,AB-,3.449668,-76.549784,9,Los Libertadores,Carrera 37 # 8-57 Este,+573105411017,daniel.castillo1389@gmail.com,87707540,ips-sjs-004,artritis,Patient/pat-1389
pat-0680,Ernesto,Cifuentes,male,1976-11-18,B-,3.452684,-76.555418,5,Guayaquil,Cl. 16 # 26-7,(+57)3054021167,ernesto.cifuentes680@gmail.com,49203644,ips-col-017,hipertensión,Patient/pat-0680
pat-1195,Jenny,Osorio,female,1966-12-12,AB+,3.442432,-76.562068,8,Libertadores,Carrera 3O # 4-82 Sur,3151841548,jenny.osorio1195@gmail.com,32457056,ips-col-017,EPOC,Patient/pat-1195
pat-0282,Silvia,Díaz,female,2008-03-22,A+,3.477706,-76.528054,2,Chipichape,Carrera 132X # 32L-6,+573198144850,silvia.díaz282@gmail.com,33386929,ips-cuc-014,ninguna,Patient/pat-0282
pat-2894,Wendy,Salcedo,female,2001-07-21,O-,3.44069,-76.529668,19,El Calvario,Tr. 61 # 4-87 Sur,+57 309 628 86 91,wendy.salcedo2894@gmail.com,20695820,ips-huc-001,artritis,Patient/pat-2894
pat-0532,Manuel,Cabrera,male,1959-06-10,B+,3.478317,-76.548455,4,Flores,Diagonal 62 # 29Y-78 Este,(+57)3190814861,manuel.cabrera532@gmail.com,32083803,ips-pro-013,artritis,Patient/pat-0532
pat-0676,Luis,Rodríguez,male,1986-10-31,O-,3.45027,-76.536813,5,Guayaquil,Cr. 7ª # 42-71,57 605 226 37 86,luis.rodríguez676@gmail.com,11286267,ips-col-017,cardiopatía,Patient/pat-0676
pat-3079,Sandra,Daza,female,1970-06-20,B+,3.454627,-76.528641,19,El Calvario,Diagonal 9D # 2-9 Sur,601 435 25 31,sandra.daza3079@gmail.com,12919231,ips-huc-001,cardiopatía,Patient/pat-3079
pat-3100,Mercedes,Gómez,female,1979-04-25,A-,3.47822,-76.528806,20,Marroquín,Cl. 94 # 2-61 Este,3615582,mercedes.gómez3100@gmail.com,56555725,ips-pie-026,cardiopatía,Patient/pat-3100
pat-1103,María,Acosta,female,1969-12-09,B+,3.4375,-76.557364,8,Libertadores,Dg. 69E # 8-55 Sur,+573285948992,maría.acosta1103@gmail.com,79342339,ips-col-017,insuficiencia renal,Patient/pat-1103
pat-2294,Andrea,Muñoz,female,1974-10-14,B+,3.372842,-76.503077,15,Navarro,Calle 61 # 3X-40 Este,57 607 904 54 18,andrea.muñoz2294@gmail.com,38268009,ips-nav-025,asma,Patient/pat-2294
pat-2812,Jairo,Torres,male,1980-10-23,O+,3.410066,-76.531475,18,Cañaveralejo,Calle 1U # 26H-4,603 975 07 13,jairo.torres2812@gmail.com,63582355,ips-vip-039,ninguna,Patient/pat-2812
pat-3351,Gonzalo,Ríos,male,1996-07-13,B+,3.382915,-76.465551,21,Desepaz,Avenida carrera 9ª # 94-26,(+57)3117105768,gonzalo.ríos3351@gmail.com,82587841,ips-pmd-036,ninguna,Patient/pat-3351
pat-1049,Harvey,Ramos,male,1967-01-01,O+,3.480667,-76.537395,7,Alcázares,Dg. 82 # 1J-6 Este,57 317 868 81 48,harvey.ramos1049@gmail.com,50446607,ips-pie-026,ninguna,Patient/pat-1049
pat-2828,Myriam,Ordóñez,female,2012-07-22,O-,3.431346,-76.558151,18,Cañaveralejo,Cr. 13 # 7C-3 Sur,576091697722,myriam.ordóñez2828@gmail.com,35990676,ips-vip-039,artritis,Patient/pat-2828
pat-1299,David,Sepúlveda,male,2009-05-04,A+,3.452681,-76.546539,9,Los Libertadores,Calle 20N Bis M # 40-12 Sur,57 609 179 49 08,david.sepúlveda1299@gmail.com,62731823,ips-sjs-004,cardiopatía,Patient/pat-1299
pat-2601,Ángel,Caicedo,male,1968-12-13,AB+,3.331743,-76.544478,17,Meléndez,Carrera 6ª # 9O-43,57 325 416 79 53,ángel.caicedo2601@gmail.com,52698007,ips-clv-002,ninguna,Patient/pat-2601
pat-1445,Nancy,Pérez,female,2023-10-27,B-,3.443623,-76.534967,9,Los Libertadores,Cl. 4ª # 9-3 Sur,3284175048,nancy.pérez1445@gmail.com,40037183,ips-sjs-004,EPOC,Patient/pat-1445
pat-0212,Óscar,Martínez,male,1977-03-28,B+,3.47704,-76.489534,2,Chipichape,Av. carrera 1ª # 7-9 Sur,601 578 61 49,óscar.martínez212@gmail.com,51708177,ips-cuc-014,ninguna,Patient/pat-0212
pat-0350,María,Ruiz,female,1998-06-16,AB-,3.461508,-76.534436,3,Centenario,Cl. 56 # 24-68,573028437621,maría.ruiz350@gmail.com,77292380,ips-cps-040,EPOC,Patient/pat-0350
pat-1688,Nicolás,Guzmán,male,1984-03-25,O+,3.416038,-76.543245,11,El Real,Avenida Hernández # 12N-3 Sur,312 972 86 11,nicolás.guzmán1688@gmail.com,60065117,ips-gua-029,cardiopatía,Patient/pat-1688
pat-1656,Javier,López,male,1974-04-27,AB-,3.436778,-76.539763,11,El Real,Carrera 199 # 7-79 Sur,(+57)3206694293,javier.lópez1656@gmail.com,21727533,ips-gua-029,ninguna,Patient/pat-1656
pat-3389,Wendy,Rico,female,1949-06-16,A+,3.37266,-76.520758,21,Desepaz,Calle 162T # 63-8 Este,(+57)3143080295,wendy.rico3389@gmail.com,71286924,ips-pmd-036,ninguna,Patient/pat-3389
pat-3269,Diego,Marín,male,2013-01-16,A-,3.401564,-76.502182,21,Desepaz,Carrera 82J # 2-5,01 8009 691 638,diego.marín3269@gmail.com,96200025,ips-pmd-036,insuficiencia renal,Patient/pat-3269
pat-2137,Steven,Restrepo,male,1963-03-23,AB+,3.385832,-76.570346,14,El Rodeo,Cr. 5K # 31D-44 Sur,325 315 54 43,steven.restrepo2137@gmail.com,35278389,ips-sur-016,cardiopatía,Patient/pat-2137
pat-2476,Alfonso,Díaz,male,1972-05-09,AB+,3.368041,-76.544732,16,El Jardín,Cl. 74 # 6-21,327 428 98 62,alfonso.díaz2476@gmail.com,81199906,ips-sil-022,artritis,Patient/pat-2476
pat-0216,Olga,Cardona,female,1962-06-06,AB-,3.461648,-76.526865,2,Chipichape,Calle 6ª # 18-7 Sur,573272153977,olga.cardona216@gmail.com,73380266,ips-cuc-014,asma,Patient/pat-0216
pat-2699,Alejandro,Hernández,male,1995-11-18,A-,3.416529,-76.544826,18,Cañaveralejo,Av. calle 64 # 7O-6,3012789566,alejandro.hernández2699@gmail.com,81421511,ips-vip-039,diabetes tipo 2,Patient/pat-2699
pat-2355,Gloria,Palacios,female,1989-12-26,A+,3.400788,-76.51411,15,Navarro,Calle 6ª # 47G-6 Sur,(+57) 604 729 99 32,gloria.palacios2355@gmail.com,95791097,ips-nav-025,artritis,Patient/pat-2355
pat-2700,Tulia,Vergara,female,1955-04-18,B-,3.42952,-76.544012,18,Cañaveralejo,Calle 60 # 53-68 Sur,57 326 839 89 89,tulia.vergara2700@gmail.com,93244618,ips-vip-039,insuficiencia renal,Patient/pat-2700
pat-2712,Fidel,Ortiz,male,1992-06-09,A+,3.42897,-76.617446,18,Cañaveralejo,Carrera 1ª # 8P-30 Sur,+576058804267,fidel.ortiz2712@gmail.com,12334156,ips-vip-039,ninguna,Patient/pat-2712
pat-2650,Yaneth,Polo,female,1983-11-15,B-,3.424841,-76.581379,18,Cañaveralejo,Carrera 87 # 3-2,573226987657,yaneth.polo2650@gmail.com,36457435,ips-vip-039,hipertensión,Patient/pat-2650
pat-3430,Inés,Ríos,female,1977-04-24,B-,3.409528,-76.497571,22,El Pueblo,Av. carrera 79 # 96-87,+573145771597,inés.ríos3430@gmail.com,86484960,ips-agu-021,ninguna,Patient/pat-3430
pat-1775,Geraldine,Alarcón,female,1986-11-29,O-,3.407194,-76.504203,13,Agua Blanca,Carrera 3 Este # 4-57 Sur,3000587614,geraldine.alarcón1775@gmail.com,18647316,ips-elo-028,asma,Patient/pat-1775
pat-0405,Adrián,Londoño,male,1992-11-21,O+,3.462068,-76.52834,3,Centenario,Cr. 74 # 4O-4 Sur,3279735155,adrián.londoño405@gmail.com,57912262,ips-cps-040,hipertensión,Patient/pat-0405
pat-1101,Danilo,Sarmiento,male,2014-05-16,B+,3.451052,-76.547263,8,Libertadores,Diagonal 79 # 3-66,+57 302 566 38 28,danilo.sarmiento1101@gmail.com,94495485,ips-col-017,ninguna,Patient/pat-1101
pat-0074,Adriana,Pérez,female,1980-10-21,O+,3.521058,-76.498186,1,El Oriente,Calle 1ª # 35-4 Sur,01 8006 282 997,adriana.pérez74@gmail.com,16818112,ips-alb-024,diabetes tipo 2,Patient/pat-0074
pat-2239,Ximena,Sandoval,female,1987-03-03,O+,3.390525,-76.541673,14,El Rodeo,Cl. 4ª # 80-92,57 300 520 13 81,ximena.sandoval2239@gmail.com,65245223,ips-sur-016,diabetes tipo 2,Patient/pat-2239
pat-3314,Paola,García,female,1953-02-16,A+,3.386727,-76.478364,21,Desepaz,Cr. 20 # 73S-6 Este,+573147838107,paola.garcía3314@gmail.com,13466848,ips-pmd-036,artritis,Patient/pat-3314
pat-1566,Jorge,López,male,1973-11-21,A-,3.430868,-76.557097,10,Caney,Avenida carrera 14 # 6-8 Este,(+57)3079973810,jorge.lópez1566@gmail.com,94851724,ips-las-015,ninguna,Patient/pat-1566
pat-0879,Luis,García,male,1984-12-13,B+,3.471777,-76.513036,6,Santa Isabel,Av. Lucero Molina Gómez # 72-45 Este,+576018529156,luis.garcía879@gmail.com,50329802,ips-nor-011,cardiopatía,Patient/pat-0879
pat-2194,José,Peña,male,1974-09-13,O-,3.396019,-76.557345,14,El Rodeo,Carrera 5U # 77A-23 Sur,608 298 90 00,josé.peña2194@gmail.com,99438746,ips-sur-016,cardiopatía,Patient/pat-2194
pat-2847,María,Mora,female,1993-04-08,O+,3.412289,-76.548792,18,Cañaveralejo,Tr. 19 # 4P-1 Sur,3083428447,maría.mora2847@gmail.com,21340498,ips-vip-039,hipertensión,Patient/pat-2847
pat-0729,Alfredo,Castañeda,male,2003-06-25,B-,3.438991,-76.545098,5,Guayaquil,Cr. 17 # 4-42 Sur,57 602 378 77 31,alfredo.castañeda729@gmail.com,77052833,ips-col-017,ninguna,Patient/pat-0729
pat-3331,Patricia,Toro,female,1993-11-06,A+,3.380427,-76.490145,21,Desepaz,Calle 60 # 2-4,605 635 85 34,patricia.toro3331@gmail.com,36561171,ips-pmd-036,EPOC,Patient/pat-3331
pat-1744,Stella,Hurtado,female,1956-10-15,AB-,3.471022,-76.568322,12,Terrón Colorado,Av. calle 129 # 49-6 Este,(+57) 310 294 64 17,stella.hurtado1744@gmail.com,73875700,ips-pie-026,ninguna,Patient/pat-1744
pat-0688,Stiven,Aguilar,male,1973-02-13,B-,3.433163,-76.542604,5,Guayaquil,Avenida García # 20-9,018009287736,stiven.aguilar688@gmail.com,88909809,ips-col-017,artritis,Patient/pat-0688
pat-1571,María,Peña,female,1997-02-25,AB+,3.404264,-76.5348,10,Caney,Carrera 149 # 16-4 Este,(+57)6072194758,maría.peña1571@gmail.com,42112095,ips-las-015,EPOC,Patient/pat-1571
pat-1464,Albeiro,Montenegro,male,2005-12-16,B+,3.444932,-76.532271,9,Los Libertadores,Calle 8ª # 7-58,6089089112,albeiro.montenegro1464@gmail.com,98701999,ips-sjs-004,EPOC,Patient/pat-1464
pat-3341,Miguel,Barrios,male,1968-05-31,O-,3.38356,-76.464112,21,Desepaz,Cr. 51 # 73-86 Sur,+57 603 454 98 87,miguel.barrios3341@gmail.com,67245809,ips-pmd-036,hipertensión,Patient/pat-3341
pat-1030,Mercedes,Ayala,female,1972-12-19,B-,3.478278,-76.531128,7,Alcázares,Carrera 91I # 7-19,573110649836,mercedes.ayala1030@gmail.com,92984217,ips-pie-026,ninguna,Patient/pat-1030
pat-2578,Manuel,Salazar,male,1988-10-15,O+,3.38163,-76.536151,17,Meléndez,Calle 5 Bis C # 8Y-6,573118402187,manuel.salazar2578@gmail.com,51200201,ips-clv-002,ninguna,Patient/pat-2578
